Rank,RTweet_Fvrt,Life_time(days)
4681.302610214998,340,0.0016319444444444445
4682.217039128797,343,0.0016435185185185185
4680.995392340868,344,0.0016550925925925926
4672.046965777642,347,0.0017013888888888888
4674.152232045813,348,0.0017013888888888888
4670.758724427953,353,0.001736111111111111
4673.768268346783,358,0.0017476851851851852
4669.461347894967,362,0.0017824074074074075
4670.407795634019,364,0.0017939814814814815
4673.4168317968,366,0.0017939814814814815
4673.333774767175,368,0.0018055555555555555
4669.228385416355,369,0.0018287037037037037
4674.154533637861,373,0.0018287037037037037
4676.111483298429,374,0.0018287037037037037
4673.989653488316,377,0.001851851851851852
4673.989653488316,377,0.001851851851851852
4675.743968969093,383,0.001875
4673.755655978127,384,0.0018865740740740742
4671.721383956178,387,0.0019097222222222222
4665.936335768123,389,0.0019444444444444444
4667.812510577398,390,0.0019444444444444444
4667.777017719773,392,0.0019560185185185184
4667.742708655629,394,0.0019675925925925924
4669.591139596291,395,0.0019675925925925924
4671.432762304439,396,0.0019675925925925924
4666.710297611476,402,0.002013888888888889
4666.710297611476,402,0.002013888888888889
4670.326949908235,404,0.002013888888888889
4670.283658570694,406,0.002025462962962963
4672.072569244636,407,0.002025462962962963
4670.200735976738,410,0.0020486111111111113
4671.9706493293,411,0.0020486111111111113
4676.2255149171215,421,0.0020717592592592593
4676.156401600813,423,0.0020833333333333333
4675.2303785609565,424,0.0020949074074074073
4675.894315950639,432,0.0021296296296296298
4673.256908175087,434,0.0021527777777777778
4672.291596452886,441,0.0021875
4666.410633292413,448,0.0022453703703703702
4668.84144934699,452,0.0022569444444444442
4669.609599733786,457,0.0022800925925925927
4669.5537471163825,465,0.0023148148148148147
4666.387166364206,482,0.0024074074074074076
4667.916219543616,483,0.0024074074074074076
4663.387120426476,488,0.0024537037037037036
4661.172027544982,490,0.002476851851851852
4662.675788076959,491,0.002476851851851852
4658.283078714539,493,0.002511574074074074
4653.296334901602,497,0.0025578703703703705
4789.949832245573,14467,6.353668981481482
4795.56046333543,14468,6.123599537037037
5240.649439241255,43552,10.562222222222223
5247.753259020128,43560,10.273402777777777
5264.752165337149,43565,9.580092592592592
5225.9094336938915,43605,11.197719907407407
5222.04708618399,43587,11.350949074074075
5220.9287006012655,43588,11.397708333333334
5688.9952496392025,94493,10.48332175925926
5690.410880301218,94493,10.425150462962963
5692.651719404865,94495,10.333553240740741
5713.149723092793,94460,9.484525462962964
5713.934147964983,94459,9.45207175925926
5713.147043550088,94461,9.484918981481481
5717.089874820806,94459,9.322222222222223
5692.73961764082,94499,10.331064814814814
5713.141338192037,94463,9.485578703703704
5713.111338578499,94463,9.48695601851852
5713.030827900958,94464,9.490555555555556
5671.871933711091,94499,11.191215277777777
5671.689771246435,94501,11.199143518518518
5671.571109552723,94503,11.204456018518519
5671.410019998328,94505,11.211516203703704
5671.2024412563405,94506,11.220208333333334
5671.090739728521,94507,11.225092592592592
5643.5189567781645,94555,12.367766203703704
5673.863685921751,94568,11.119641203703704
5669.238481703666,94513,11.302523148148149
5668.750704238087,94513,11.32261574074074
5668.6659761072415,94514,11.32638888888889
5640.968397201621,94560,12.473819444444445
5640.044261208365,94560,12.511886574074074
5672.898835554658,94577,11.161365740740742
5671.083237265587,94518,11.228090277777778
5643.30472698504,94563,12.378854166666667
5671.0286365282,94520,11.23076388888889
5670.344834809642,94525,11.259780092592592
4661.11333365529,9199,1.1866666666666668
4661.210582180739,9201,1.1878703703703704
4661.378834020595,9207,1.1930902777777779
4661.534667824113,9210,1.1936111111111112
4661.6575704742845,9213,1.195486111111111
4661.8000848584525,9216,1.196550925925926
4662.00082001032,9228,1.209074074074074
5627.0987911446755,94589,13.049664351851852
